,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
610,C98USDT,HFTUSDT,0.0188,-3.6907,-3.367,4.9508,24
1581,LPTUSDT,XEMUSDT,0.0426,-3.3977,-3.367,280.791,24
412,BELUSDT,HNTUSDT,0.0238,-3.6099,-3.367,0.0355,24
732,DENTUSDT,THETAUSDT,0.0342,-3.4804,-3.367,0.0004,24
381,BATUSDT,FETUSDT,0.0379,-3.4418,-3.367,2.8617,24
700,CTSIUSDT,VETUSDT,0.0272,-3.5635,-3.367,2.5632,24
731,DENTUSDT,ONEUSDT,0.0393,-3.4286,-3.367,0.01,24
1553,LPTUSDT,COMPUSDT,0.0233,-3.618,-3.367,0.099,24
492,BLZUSDT,FILUSDT,0.0064,-4.0346,-3.367,0.0014,24
655,COREUSDT,DYDXUSDT,0.0084,-3.9511,-3.367,0.1502,24
1074,JOEUSDT,AGLDUSDT,0.0,-13.3386,-3.367,0.7978,24
386,BATUSDT,ILVUSDT,0.0129,-3.8163,-3.367,0.001,24
295,ANTUSDT,HBARUSDT,0.0282,-3.5507,-3.367,18.9663,24
182,AGIXUSDT,DASHUSDT,0.0455,-3.3728,-3.367,0.0022,24
2103,SXPUSDT,CVCUSDT,0.0297,-3.5317,-3.367,4.8181,24
309,ANTUSDT,RENUSDT,0.045,-3.3766,-3.367,9.6413,24
819,ENSUSDT,LITUSDT,0.0422,-3.4016,-3.367,14.6354,24
809,ENJUSDT,SOLUSDT,0.002,-4.3653,-3.367,0.0142,24
178,AGIXUSDT,BATUSDT,0.0082,-3.9612,-3.367,0.355,24
757,DUSKUSDT,HFTUSDT,0.0307,-3.5197,-3.367,0.9269,24
942,HBARUSDT,SUIUSDT,0.0191,-3.6861,-3.367,0.3912,24
2089,STORJUSDT,TLMUSDT,0.0002,-4.9258,-3.367,6.9008,24
2080,STORJUSDT,ICPUSDT,0.008,-3.967,-3.367,0.0374,24
2071,STORJUSDT,CTKUSDT,0.0011,-4.5319,-3.367,1.0422,24
281,ANTUSDT,ADAUSDT,0.0404,-3.4183,-3.367,3.856,24
239,ALICEUSDT,IDUSDT,0.0298,-3.5308,-3.367,27.4215,24
163,ADAUSDT,EDUUSDT,0.01,-3.8982,-3.367,1.9367,24
99,1000FLOKIUSDT,CTKUSDT,0.0105,-3.8833,-3.367,0.0234,24
831,EOSUSDT,AKROUSDT,0.0376,-3.4452,-3.367,1030.7769,24
159,ADAUSDT,C98USDT,0.0071,-4.0051,-3.367,0.5894,24
2096,SUIUSDT,CTSIUSDT,0.0253,-3.5881,-3.367,2.9842,24
155,ACHUSDT,QTUMUSDT,0.0449,-3.3774,-3.367,0.0023,24
2151,XEMUSDT,CTKUSDT,0.0041,-4.163,-3.367,0.0825,24
885,FLRUSDT,TRUUSDT,0.0246,-3.5988,-3.367,0.4141,24
346,ARPAUSDT,DODOUSDT,0.0431,-3.3937,-3.367,0.2309,24
325,APEUSDT,ZRXUSDT,0.0139,-3.7919,-3.367,18.116,24
1004,IDUSDT,MKRUSDT,0.0108,-3.8735,-3.367,0.0003,24
1922,NKNUSDT,RPLUSDT,0.0363,-3.4576,-3.367,0.0026,24
51,10000LADYSUSDT,IOTXUSDT,0.0312,-3.5132,-3.367,0.0037,24
2160,YGGUSDT,1000BONKUSDT,0.0191,-3.6854,-3.367,5127.9091,24
975,HOOKUSDT,SUIUSDT,0.0355,-3.4662,-3.367,2.3683,23
688,CTKUSDT,ZENUSDT,0.0365,-3.4562,-3.367,0.025,23
979,HOTUSDT,ICXUSDT,0.0017,-4.4058,-3.367,0.008,23
1943,ONTUSDT,1000FLOKIUSDT,0.0095,-3.9135,-3.367,7.4074,23
1612,MAGICUSDT,1INCHUSDT,0.0,-5.8311,-3.367,1.0126,23
1578,LPTUSDT,TUSDT,0.0022,-4.3381,-3.367,1067.3438,23
1593,LRCUSDT,EDUUSDT,0.0296,-3.5322,-3.367,2.1409,23
673,CRVUSDT,ALGOUSDT,0.0442,-3.3833,-3.367,2.4483,23
2010,RLCUSDT,IOTAUSDT,0.0293,-3.5367,-3.367,1.8583,23
1603,LUNA2USDT,LINAUSDT,0.038,-3.4409,-3.367,225.7827,23
812,ENSUSDT,FLRUSDT,0.0257,-3.583,-3.367,1299.453,23
440,BLZUSDT,1INCHUSDT,0.0014,-4.4677,-3.367,0.0491,23
1122,JOEUSDT,DASHUSDT,0.0,-12.5685,-3.367,0.0027,23
1970,PEOPLEUSDT,RDNTUSDT,0.025,-3.5935,-3.367,0.191,23
1973,PEOPLEUSDT,SWEATUSDT,0.0305,-3.522,-3.367,4.7405,23
347,ARPAUSDT,LINAUSDT,0.0147,-3.773,-3.367,3.6366,23
91,1000FLOKIUSDT,AKROUSDT,0.008,-3.9687,-3.367,7.2989,23
820,ENSUSDT,LQTYUSDT,0.0003,-4.823,-3.367,20.4041,23
2025,RNDRUSDT,UNIUSDT,0.0265,-3.5721,-3.367,0.2533,23
588,BSVUSDT,RNDRUSDT,0.0122,-3.8335,-3.367,28.9163,23
584,BOBAUSDT,LITUSDT,0.0113,-3.8573,-3.367,0.2977,23
920,GRTUSDT,COTIUSDT,0.0177,-3.7114,-3.367,1.634,23
575,BLZUSDT,ZECUSDT,0.0449,-3.3779,-3.367,0.0006,23
875,FLOWUSDT,SFPUSDT,0.0251,-3.5913,-3.367,7.6227,23
869,FLOWUSDT,LITUSDT,0.0277,-3.5564,-3.367,4.074,23
553,BLZUSDT,SNXUSDT,0.0031,-4.2432,-3.367,0.0161,23
1262,KDAUSDT,ZRXUSDT,0.0001,-5.2132,-3.367,7.1524,23
939,HBARUSDT,RNDRUSDT,0.0095,-3.9139,-3.367,0.0902,23
636,CELRUSDT,VETUSDT,0.0008,-4.6239,-3.367,0.8712,23
1309,LDOUSDT,CTSIUSDT,0.0178,-3.7101,-3.367,7.1107,23
1310,LDOUSDT,DYDXUSDT,0.0223,-3.6335,-3.367,0.1477,23
2094,STORJUSDT,XEMUSDT,0.0223,-3.6331,-3.367,12.5643,23
641,CFXUSDT,JSTUSDT,0.0206,-3.6602,-3.367,5.4046,23
643,CFXUSDT,TRXUSDT,0.0426,-3.398,-3.367,2.8907,23
2087,STORJUSDT,RENUSDT,0.0376,-3.4453,-3.367,2.4455,23
516,BLZUSDT,IOTXUSDT,0.0082,-3.9588,-3.367,0.8118,23
1427,LEVERUSDT,KEYUSDT,0.0327,-3.4969,-3.367,0.238,23
90,1000FLOKIUSDT,AGIXUSDT,0.0279,-3.554,-3.367,0.0915,23
1474,LEVERUSDT,SNXUSDT,0.0267,-3.5699,-3.367,0.0002,23
2059,SSVUSDT,YGGUSDT,0.0058,-4.0666,-3.367,6.3558,23
127,1000XECUSDT,1000BONKUSDT,0.0174,-3.717,-3.367,66.5252,23
1556,LPTUSDT,EGLDUSDT,0.0064,-4.033,-3.367,0.1304,23
424,BLURUSDT,ICPUSDT,0.0159,-3.7485,-3.367,0.0145,23
469,BLZUSDT,COMPUSDT,0.0001,-5.2714,-3.367,0.0003,23
354,ASTRUSDT,API3USDT,0.0114,-3.8563,-3.367,0.0269,23
277,ANKRUSDT,TUSDT,0.0099,-3.9012,-3.367,2.9577,23
1700,MAGICUSDT,HOOKUSDT,0.0,-5.823,-3.367,1.0105,23
1856,MTLUSDT,CTKUSDT,0.002,-4.3724,-3.367,1.1165,23
1919,NKNUSDT,RDNTUSDT,0.0373,-3.4479,-3.367,0.3599,23
374,BANDUSDT,FETUSDT,0.0426,-3.398,-3.367,8.5902,23
259,AMBUSDT,XRPUSDT,0.0046,-4.1336,-3.367,0.0076,23
1059,JASMYUSDT,BNXUSDT,0.0388,-3.4327,-3.367,0.0503,23
1054,IOTXUSDT,TWTUSDT,0.0053,-4.092,-3.367,0.0662,23
1883,MTLUSDT,SXPUSDT,0.0212,-3.6508,-3.367,1.0019,23
1766,MAGICUSDT,STORJUSDT,0.0,-5.8525,-3.367,1.2639,23
1038,IOTXUSDT,CTKUSDT,0.0266,-3.5716,-3.367,0.078,23
749,DOTUSDT,CKBUSDT,0.0332,-3.4913,-3.367,3498.4388,23
1023,IMXUSDT,ZRXUSDT,0.0405,-3.4173,-3.367,6.9122,23
1087,JOEUSDT,ARUSDT,0.0,-13.8496,-3.367,0.0119,23
301,ANTUSDT,LITUSDT,0.0129,-3.8168,-3.367,2.6231,22
67,10000LADYSUSDT,SHIB1000USDT,0.0399,-3.4226,-3.367,0.0333,22
307,ANTUSDT,ONEUSDT,0.0148,-3.771,-3.367,24.0738,22
758,DUSKUSDT,IOTAUSDT,0.0134,-3.8043,-3.367,0.598,22
250,ALPHAUSDT,HOTUSDT,0.0428,-3.3963,-3.367,66.71,22
1489,LEVERUSDT,UMAUSDT,0.0376,-3.4454,-3.367,0.0008,22
380,BATUSDT,ENJUSDT,0.0107,-3.8748,-3.367,0.4005,22
300,ANTUSDT,KSMUSDT,0.0453,-3.3738,-3.367,0.0196,22
1170,JOEUSDT,KAVAUSDT,0.0,-13.0551,-3.367,0.1163,22
385,BATUSDT,ICPUSDT,0.0439,-3.3863,-3.367,0.0247,22
102,1000FLOKIUSDT,HIGHUSDT,0.0034,-4.2197,-3.367,0.015,22
1547,LPTUSDT,1000BONKUSDT,0.0202,-3.6667,-3.367,40637.899,22
1548,LPTUSDT,1000LUNCUSDT,0.0384,-3.4374,-3.367,144.9584,22
2040,SLPUSDT,BAKEUSDT,0.0106,-3.8789,-3.367,0.0603,22
2032,SFPUSDT,1000BONKUSDT,0.0025,-4.3105,-3.367,1446.7703,22
763,DUSKUSDT,TRUUSDT,0.0003,-4.851,-3.367,8.0465,22
2027,RNDRUSDT,YGGUSDT,0.0014,-4.4648,-3.367,0.7553,22
534,BLZUSDT,MANAUSDT,0.0106,-3.8801,-3.367,0.0295,22
547,BLZUSDT,RDNTUSDT,0.0006,-4.6794,-3.367,0.3031,22
864,FLOWUSDT,FETUSDT,0.0033,-4.2286,-3.367,26.5485,22
623,CELRUSDT,DYDXUSDT,0.0084,-3.9503,-3.367,0.007,22
1215,JOEUSDT,SANDUSDT,0.0,-8.0698,-3.367,0.0897,22
1803,MANAUSDT,ILVUSDT,0.0086,-3.9452,-3.367,0.0032,22
3,10000LADYSUSDT,1000XECUSDT,0.0004,-4.7641,-3.367,0.0078,22
586,BOBAUSDT,ZENUSDT,0.023,-3.6216,-3.367,0.012,22
1208,JOEUSDT,RDNTUSDT,0.0,-13.86,-3.367,1.3923,22
352,ARUSDT,SWEATUSDT,0.0208,-3.6564,-3.367,2700.0709,22
4,10000LADYSUSDT,1INCHUSDT,0.0048,-4.1179,-3.367,0.0002,22
582,BOBAUSDT,BAKEUSDT,0.0076,-3.9808,-3.367,1.3914,22
604,C98USDT,CEEKUSDT,0.0071,-4.0054,-3.367,15.01,22
338,ARBUSDT,MANAUSDT,0.0101,-3.8934,-3.367,0.392,22
16,10000LADYSUSDT,BATUSDT,0.0325,-3.499,-3.367,0.0004,22
2153,XLMUSDT,ALGOUSDT,0.03,-3.5281,-3.367,0.2059,22
1825,MAVUSDT,PHBUSDT,0.0134,-3.8046,-3.367,0.4587,22
2148,VETUSDT,HFTUSDT,0.0286,-3.5452,-3.367,0.1875,22
614,C98USDT,SSVUSDT,0.0274,-3.5601,-3.367,0.0909,22
2113,TLMUSDT,MKRUSDT,0.0396,-3.4251,-3.367,0.0001,22
2112,TLMUSDT,CHZUSDT,0.0273,-3.5614,-3.367,0.5939,22
2111,TLMUSDT,BANDUSDT,0.0094,-3.9175,-3.367,0.0662,22
1832,MDTUSDT,RSRUSDT,0.0406,-3.4163,-3.367,22.5894,22
326,API3USDT,ENSUSDT,0.0044,-4.1443,-3.367,0.1056,22
938,HBARUSDT,RLCUSDT,0.0289,-3.5412,-3.367,0.1977,22
1842,MTLUSDT,1000FLOKIUSDT,0.045,-3.3771,-3.367,46.7942,22
716,DARUSDT,IMXUSDT,0.0288,-3.5429,-3.367,0.1081,22
480,BLZUSDT,DOGEUSDT,0.0034,-4.2185,-3.367,1.0951,22
98,1000FLOKIUSDT,COMPUSDT,0.0131,-3.8108,-3.367,0.0001,22
1689,MAGICUSDT,GALAUSDT,0.0,-6.3178,-3.367,6.0014,22
268,ANKRUSDT,CTKUSDT,0.0016,-4.4315,-3.367,0.0643,22
776,DYDXUSDT,RENUSDT,0.0454,-3.3736,-3.367,19.2947,22
1130,JOEUSDT,EDUUSDT,0.0,-13.0801,-3.367,0.5534,22
672,CRVUSDT,1000PEPEUSDT,0.0325,-3.4986,-3.367,2766.7927,22
1101,JOEUSDT,BSVUSDT,0.0,-13.9709,-3.367,0.0045,22
1897,NKNUSDT,AGIXUSDT,0.0187,-3.6928,-3.367,0.3064,22
218,AKROUSDT,MANAUSDT,0.0251,-3.5909,-3.367,0.0014,22
222,AKROUSDT,RLCUSDT,0.0269,-3.5669,-3.367,0.0029,22
1012,ILVUSDT,DASHUSDT,0.0439,-3.3867,-3.367,5.833,22
459,BLZUSDT,BSVUSDT,0.0011,-4.5362,-3.367,0.001,22
1589,LQTYUSDT,STORJUSDT,0.019,-3.6878,-3.367,1.0201,22
349,ARUSDT,PEOPLEUSDT,0.0226,-3.6284,-3.367,547.4378,22
780,EDUUSDT,FLOWUSDT,0.021,-3.6542,-3.367,0.0824,22
1969,PEOPLEUSDT,HOOKUSDT,0.0019,-4.3873,-3.367,0.0332,22
805,ENJUSDT,KSMUSDT,0.0454,-3.3735,-3.367,0.008,22
808,ENJUSDT,RLCUSDT,0.0137,-3.7968,-3.367,1.5499,22
235,ALICEUSDT,1000BTTUSDT,0.0361,-3.46,-3.367,7949.3819,22
426,BLURUSDT,IOTAUSDT,0.009,-3.9301,-3.367,0.7218,22
1093,JOEUSDT,BALUSDT,0.0,-13.139,-3.367,0.0466,22
247,ALPHAUSDT,ENSUSDT,0.0114,-3.8563,-3.367,0.0066,22
545,BLZUSDT,PEOPLEUSDT,0.0002,-5.0196,-3.367,1.4449,21
1283,KEYUSDT,EDUUSDT,0.0397,-3.4245,-3.367,0.0078,21
191,AGIXUSDT,NEOUSDT,0.0122,-3.8332,-3.367,0.0187,21
702,CVCUSDT,AUDIOUSDT,0.002,-4.3652,-3.367,0.2344,21
1762,MAGICUSDT,SNXUSDT,0.0,-5.7733,-3.367,0.3137,21
627,CELRUSDT,FETUSDT,0.0026,-4.292,-3.367,0.243,21
442,BLZUSDT,AGIXUSDT,0.0007,-4.6335,-3.367,0.2604,21
2107,THETAUSDT,XLMUSDT,0.004,-4.1744,-3.367,18.4075,21
54,10000LADYSUSDT,KEYUSDT,0.0,-5.3213,-3.367,0.0669,21
1565,LPTUSDT,LITUSDT,0.0042,-4.1616,-3.367,14.7964,21
1643,MAGICUSDT,BNXUSDT,0.0,-5.8226,-3.367,3.6845,21
2115,TRUUSDT,TUSDT,0.0,-5.478,-3.367,1.8793,21
872,FLOWUSDT,MASKUSDT,0.0101,-3.8938,-3.367,1.2122,21
786,EGLDUSDT,DYDXUSDT,0.0194,-3.6798,-3.367,19.9583,21
418,BLURUSDT,BLZUSDT,0.0404,-3.4183,-3.367,5.8462,21
1620,MAGICUSDT,ALICEUSDT,0.0,-6.0154,-3.367,0.1732,21
1005,IDUSDT,OCEANUSDT,0.0031,-4.2448,-3.367,1.1156,21
907,GMTUSDT,TLMUSDT,0.0049,-4.116,-3.367,7.6284,21
598,BSWUSDT,LRCUSDT,0.0369,-3.4516,-3.367,0.4001,21
1810,MANAUSDT,TLMUSDT,0.0248,-3.5952,-3.367,14.3357,21
578,BNXUSDT,FETUSDT,0.0149,-3.7698,-3.367,1.4586,21
921,GRTUSDT,RLCUSDT,0.0213,-3.6484,-3.367,0.2999,21
1638,MAGICUSDT,BATUSDT,0.0,-6.0099,-3.367,1.9816,21
432,BLURUSDT,RLCUSDT,0.0056,-4.0771,-3.367,0.3688,21
1003,IDUSDT,KSMUSDT,0.0003,-4.8338,-3.367,0.0014,21
570,BLZUSDT,XEMUSDT,0.0003,-4.8437,-3.367,0.8066,21
15,10000LADYSUSDT,BALUSDT,0.0002,-4.9012,-3.367,0.0,21
1606,MAGICUSDT,1000BONKUSDT,0.0,-5.7966,-3.367,2223.7678,21
23,10000LADYSUSDT,COMBOUSDT,0.0005,-4.7394,-3.367,0.0006,21
2146,VETUSDT,API3USDT,0.008,-3.9676,-3.367,0.0259,21
481,BLZUSDT,DOTUSDT,0.0198,-3.6736,-3.367,0.0028,21
612,C98USDT,LPTUSDT,0.0452,-3.3753,-3.367,0.0743,21
537,BLZUSDT,MKRUSDT,0.0005,-4.7515,-3.367,0.0001,21
56,10000LADYSUSDT,LITUSDT,0.0089,-3.9342,-3.367,0.0002,21
678,CRVUSDT,KSMUSDT,0.0366,-3.4552,-3.367,0.0131,21
2050,SNXUSDT,1INCHUSDT,0.0065,-4.03,-3.367,2.9676,21
1209,JOEUSDT,RENUSDT,0.0,-12.9515,-3.367,0.6952,21
94,1000FLOKIUSDT,BNXUSDT,0.0,-6.4238,-3.367,0.0642,21
957,HFTUSDT,YGGUSDT,0.0243,-3.6025,-3.367,0.115,21
293,ANTUSDT,DUSKUSDT,0.0018,-4.4014,-3.367,12.1245,21
248,ALPHAUSDT,ETHWUSDT,0.0,-6.5936,-3.367,0.0386,21
669,CROUSDT,RNDRUSDT,0.0406,-3.4163,-3.367,0.1469,21
1882,MTLUSDT,SWEATUSDT,0.014,-3.7891,-3.367,122.1688,21
1573,LPTUSDT,RNDRUSDT,0.0164,-3.7374,-3.367,9.838,21
668,CROUSDT,RLCUSDT,0.0363,-3.4581,-3.367,0.3184,21
1098,JOEUSDT,BLURUSDT,0.0,-13.0582,-3.367,0.7271,21
125,1000PEPEUSDT,IOTAUSDT,0.0363,-3.4576,-3.367,0.0017,21
126,1000PEPEUSDT,PEOPLEUSDT,0.045,-3.3771,-3.367,0.0207,21
2035,SFPUSDT,IMXUSDT,0.0392,-3.4292,-3.367,0.318,21
473,BLZUSDT,CRVUSDT,0.0,-5.3508,-3.367,0.0231,21
663,COTIUSDT,STORJUSDT,0.0275,-3.5593,-3.367,0.1828,21
974,HOOKUSDT,ROSEUSDT,0.0217,-3.6427,-3.367,7.2899,21
144,AAVEUSDT,ZECUSDT,0.0443,-3.3826,-3.367,2.3356,21
664,COTIUSDT,SUSHIUSDT,0.0032,-4.2396,-3.367,0.056,21
847,ETHWUSDT,LITUSDT,0.0032,-4.2348,-3.367,2.4693,21
161,ADAUSDT,CELRUSDT,0.0024,-4.3138,-3.367,17.5404,21
1863,MTLUSDT,GRTUSDT,0.0293,-3.5361,-3.367,3.2693,21
1584,LQTYUSDT,HOTUSDT,0.0449,-3.3777,-3.367,457.8209,21
317,ANTUSDT,YFIUSDT,0.0199,-3.6712,-3.367,0.0002,21
1156,JOEUSDT,HOOKUSDT,0.0,-13.451,-3.367,0.2345,21
59,10000LADYSUSDT,LUNA2USDT,0.0081,-3.9637,-3.367,0.0001,21
1844,MTLUSDT,ACHUSDT,0.0086,-3.9442,-3.367,80.5604,21
369,AUDIOUSDT,TUSDT,0.023,-3.6226,-3.367,41.4067,21
1311,LDOUSDT,EGLDUSDT,0.0075,-3.9858,-3.367,0.0073,21
522,BLZUSDT,KLAYUSDT,0.0,-5.3518,-3.367,0.082,21
1018,IMXUSDT,FLOWUSDT,0.0233,-3.6179,-3.367,0.3799,21
703,CVCUSDT,LUNA2USDT,0.0458,-3.37,-3.367,0.1061,20
1017,IMXUSDT,COREUSDT,0.0177,-3.7115,-3.367,1.9867,20
1081,JOEUSDT,ANTUSDT,0.0,-13.5738,-3.367,0.0687,20
826,ENSUSDT,SUSHIUSDT,0.0147,-3.7725,-3.367,6.3203,20
1006,IDUSDT,OMGUSDT,0.0223,-3.6323,-3.367,0.0462,20
1132,JOEUSDT,ENJUSDT,0.0,-12.7576,-3.367,0.1733,20
1095,JOEUSDT,BATUSDT,0.0,-12.7996,-3.367,0.426,20
599,BSWUSDT,OMGUSDT,0.0026,-4.2974,-3.367,0.0753,20
603,C98USDT,API3USDT,0.0283,-3.5489,-3.367,0.6757,20
638,CFXUSDT,ALGOUSDT,0.0175,-3.7148,-3.367,0.1739,20
999,IDUSDT,CKBUSDT,0.0255,-3.5864,-3.367,47.2874,20
769,DYDXUSDT,FLOWUSDT,0.0153,-3.7592,-3.367,1.2535,20
727,DASHUSDT,SOLUSDT,0.0287,-3.5436,-3.367,0.9358,20
1136,JOEUSDT,ETHWUSDT,0.0,-12.867,-3.367,0.0735,20
1137,JOEUSDT,FETUSDT,0.0,-13.2361,-3.367,1.2632,20
998,IDUSDT,BANDUSDT,0.0292,-3.5376,-3.367,0.1393,20
652,COMPUSDT,DUSKUSDT,0.013,-3.8126,-3.367,636.311,20
867,FLOWUSDT,HFTUSDT,0.0083,-3.954,-3.367,18.0502,20
797,ENJUSDT,DASHUSDT,0.019,-3.6876,-3.367,0.0149,20
941,HBARUSDT,SSVUSDT,0.0163,-3.74,-3.367,0.0109,20
619,CELOUSDT,PEOPLEUSDT,0.0027,-4.2815,-3.367,45.7973,20
1071,JOEUSDT,ACHUSDT,0.0,-13.4143,-3.367,21.8918,20
1073,JOEUSDT,AGIXUSDT,0.0,-12.949,-3.367,1.1829,20
593,BSWUSDT,DUSKUSDT,0.0011,-4.5243,-3.367,1.3742,20
2170,ZRXUSDT,VETUSDT,0.0105,-3.8823,-3.367,5.1818,20
1926,NKNUSDT,THETAUSDT,0.0274,-3.5606,-3.367,0.0177,20
2109,TLMUSDT,1000BTTUSDT,0.0283,-3.5494,-3.367,133.082,20
1294,KEYUSDT,MAVUSDT,0.0092,-3.9223,-3.367,0.018,20
2104,SXPUSDT,GRTUSDT,0.0368,-3.453,-3.367,3.2139,20
1807,MANAUSDT,STORJUSDT,0.0118,-3.8445,-3.367,2.0048,20
1796,MANAUSDT,BNXUSDT,0.0282,-3.5502,-3.367,5.8357,20
1981,QTUMUSDT,ALPHAUSDT,0.038,-3.4409,-3.367,35.448,20
196,AGLDUSDT,BALUSDT,0.0237,-3.6121,-3.367,0.0578,20
375,BANDUSDT,ILVUSDT,0.011,-3.8658,-3.367,0.0031,20
2072,STORJUSDT,DUSKUSDT,0.0185,-3.6975,-3.367,2.9095,20
377,BATUSDT,ALICEUSDT,0.0362,-3.4587,-3.367,0.0787,20
509,BLZUSDT,IDEXUSDT,0.0154,-3.7587,-3.367,1.5525,20
1505,LINAUSDT,BAKEUSDT,0.0177,-3.7114,-3.367,0.0236,20
1511,LITUSDT,ZENUSDT,0.0193,-3.6831,-3.367,0.0395,20
387,BATUSDT,KSMUSDT,0.0409,-3.4133,-3.367,0.0032,20
95,1000FLOKIUSDT,C98USDT,0.0144,-3.7797,-3.367,0.0129,20
100,1000FLOKIUSDT,FETUSDT,0.0029,-4.2678,-3.367,0.0971,20
1998,RENUSDT,HOOKUSDT,0.0334,-3.4883,-3.367,0.3173,20
1703,MAGICUSDT,ICXUSDT,0.0,-5.7807,-3.367,3.8713,20
1566,LPTUSDT,LQTYUSDT,0.0268,-3.5684,-3.367,20.6534,20
1702,MAGICUSDT,ICPUSDT,0.0,-5.866,-3.367,0.0486,20
396,BATUSDT,YFIUSDT,0.0412,-3.4101,-3.367,0.0,20
1698,MAGICUSDT,HIGHUSDT,0.0,-5.7932,-3.367,0.8397,20
2020,RNDRUSDT,IOTAUSDT,0.0179,-3.7088,-3.367,4.0138,20
416,BELUSDT,RLCUSDT,0.0063,-4.0402,-3.367,0.4656,20
269,ANKRUSDT,FLOWUSDT,0.0307,-3.5196,-3.367,0.0098,20
433,BLURUSDT,RNDRUSDT,0.0224,-3.6317,-3.367,0.1707,20
544,BLZUSDT,ONTUSDT,0.0,-5.907,-3.367,0.3785,20
2078,STORJUSDT,HBARUSDT,0.0213,-3.6479,-3.367,4.8508,20
427,BLURUSDT,JASMYUSDT,0.0198,-3.6743,-3.367,20.7629,20
1245,JOEUSDT,YFIUSDT,0.0,-13.3546,-3.367,0.0,20
241,ALICEUSDT,KSMUSDT,0.0244,-3.602,-3.367,0.0403,20
1233,JOEUSDT,TUSDT,0.0,-13.0565,-3.367,14.01,20
1225,JOEUSDT,SUIUSDT,0.0,-13.5379,-3.367,0.5671,20
2135,TWTUSDT,RDNTUSDT,0.0364,-3.4575,-3.367,5.2408,20
1848,MTLUSDT,BSVUSDT,0.0442,-3.3837,-3.367,0.0162,20
308,ANTUSDT,ONTUSDT,0.0442,-3.3833,-3.367,21.799,20
310,ANTUSDT,RLCUSDT,0.0028,-4.2758,-3.367,3.7371,20
580,BOBAUSDT,1000BONKUSDT,0.0278,-3.5549,-3.367,816.8467,20
2110,TLMUSDT,AGIXUSDT,0.0227,-3.6271,-3.367,0.5524,20
1941,ONEUSDT,ROSEUSDT,0.0316,-3.5096,-3.367,0.9268,20
282,ANTUSDT,ALGOUSDT,0.0416,-3.4068,-3.367,3.5922,20
236,ALICEUSDT,APEUSDT,0.0434,-3.3908,-3.367,1.2255,20
316,ANTUSDT,VETUSDT,0.0393,-3.428,-3.367,60.2226,20
1250,JOEUSDT,ZRXUSDT,0.0,-13.119,-3.367,0.8268,20
46,10000LADYSUSDT,HOTUSDT,0.0016,-4.4227,-3.367,0.1226,20
6,10000LADYSUSDT,ADAUSDT,0.0028,-4.2747,-3.367,0.0003,20
413,BELUSDT,ICPUSDT,0.0014,-4.4705,-3.367,0.0179,19
2024,RNDRUSDT,SXPUSDT,0.027,-3.5652,-3.367,2.0016,19
691,CTSIUSDT,ENSUSDT,0.0006,-4.6856,-3.367,0.0073,19
180,AGIXUSDT,CHZUSDT,0.0442,-3.3833,-3.367,1.0498,19
145,ACHUSDT,1000BONKUSDT,0.0357,-3.4639,-3.367,24.0121,19
1937,OMGUSDT,TRUUSDT,0.0036,-4.2013,-3.367,151.1668,19
1021,IMXUSDT,LRCUSDT,0.0269,-3.5666,-3.367,2.085,19
1902,NKNUSDT,CELOUSDT,0.001,-4.5522,-3.367,0.0358,19
710,DARUSDT,BSVUSDT,0.0166,-3.7339,-3.367,0.0039,19
1894,NEOUSDT,10000NFTUSDT,0.0088,-3.9373,-3.367,1224.6773,19
699,CTSIUSDT,SLPUSDT,0.0353,-3.4684,-3.367,8.0604,19
2001,RENUSDT,TUSDT,0.0023,-4.3301,-3.367,19.1081,19
150,ACHUSDT,DGBUSDT,0.0338,-3.4842,-3.367,1.1502,19
2018,RNDRUSDT,BELUSDT,0.0276,-3.5584,-3.367,4.3508,19
976,HOTUSDT,1000BONKUSDT,0.037,-3.4506,-3.367,4.1807,19
275,ANKRUSDT,RNDRUSDT,0.0342,-3.4806,-3.367,0.0272,19
391,BATUSDT,RNDRUSDT,0.0184,-3.698,-3.367,0.2928,19
817,ENSUSDT,IDUSDT,0.0146,-3.7766,-3.367,72.5693,19
696,CTSIUSDT,IMXUSDT,0.0277,-3.5568,-3.367,0.0667,19
410,BELUSDT,COMPUSDT,0.0361,-3.4601,-3.367,0.0021,19
2019,RNDRUSDT,ICPUSDT,0.0417,-3.4058,-3.367,0.0805,19
318,ANTUSDT,YGGUSDT,0.0056,-4.0769,-3.367,1.3992,19
1030,IOTAUSDT,PEOPLEUSDT,0.0102,-3.891,-3.367,12.3535,19
1782,MAGICUSDT,XEMUSDT,0.0,-5.8041,-3.367,15.8874,19
227,AKROUSDT,TWTUSDT,0.0369,-3.4517,-3.367,0.0027,19
1840,MKRUSDT,KSMUSDT,0.0219,-3.6385,-3.367,5.2943,19
225,AKROUSDT,THETAUSDT,0.0071,-4.0034,-3.367,0.0007,19
220,AKROUSDT,ONEUSDT,0.0083,-3.9566,-3.367,0.0185,19
219,AKROUSDT,MKRUSDT,0.0361,-3.4596,-3.367,0.0,19
1211,JOEUSDT,ROSEUSDT,0.0,-13.1796,-3.367,1.6867,19
1058,IOTXUSDT,ZENUSDT,0.0122,-3.8342,-3.367,0.0021,19
